N.Pg atto autorizzativo,Anno Pg autorizzativo,Tipo gara,Titolo,Cig,Oggetto atto,Importo appalto (Euro),Tipo appalto,Durata contratto,Utilizzo Mepa,Data pubblicazione su iperbole,Link alla determina pubblica,Oggetto determina,Settore/Dipartimento,Servizio,Ui,Responsabile del procedimento di gara,Responsabile del procedimento,Modalit? di aggiudicazione,Scadenza presentazione offerte,Ora scadenza offerte,Variante tempi di completamento/durata,Importo delle somme liquidate (Euro),N.Pg. atto di aggiudicazione,Anno Pg. atto di aggiudicazione,Data atto aggiudicazione,Aggiudicatario,Partita Iva,Codice fiscale,Importo di aggiudicazione (Euro),Aggiudicazione: Link,Aggiudicazione: Elenco operatori,Aggiudicazione: Esiti,Elaborati di gara: Link,Comunicazioni: Link,Chiarimenti: Link,Lotto: Nr. lotto,Lotto: Codice cig,Lotto: Oggetto Cig,Lotto: Importo (Euro),Lotto: N.Pg. atto autorizzativo,Lotto: Anno Pg. atto di aggiudicazione,Lotto: Data atto aggiudicazione,Lotto: Aggiudicatario,Lotto: Partita Iva,Lotto: Codice fiscale,Lotto: Importo di aggiudicazione (Euro),Lotto: Variante tempi di completamento/durata,Lotto: Importo delle somme liquidate (Euro),Lotto: Elenco operatori: Link,Lotto: Esiti
286,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,MATERIALE PROMOZIONALE PER BOOKSHOP MAMBO,Z0512449D2,REALIZZAZIONE BORSE SHOPPER E PORTA IPAD PER BOOKSHOP MAMBO,2049.18,Servizi,15,,,http://atti.comune.bologna.it/atti/determine.nsf/0/0F1EB9DA68D9761DC1257D810055CBDE?opendocument,REALIZZAZIONE BORSE SHOPPER E PORTA IPAD PER BOOKSHOP MAMBO,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,0,286,2014,15/12/2014,MACRO SRL,2824110122,,204918,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9SJDQL?opendocument,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZIO DI MANUTENZIONE,Z5811D2707,SERVIZIO DI MANUTENZIONE AD ATTREZZATURA DEL LABORATORIO DI RESTAURO DELLA BIBLIOTECA DELL'ARCHIGINNASIO,883,Servizi,30,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,PRENOTAZIONE GENERICA,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA ARCHIGINNASIO,PIERANGELO BELLETTINI,,,,,,883,513,2014,12/12/2014,PAGANELLI MARCO IDRAULICO,2160571200,,883,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/RZAI-9SJDR7?opendocument,,,,,,,,,,,,,,,,,,,
291,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,TRASPORTO PERSONE PER ARTEFIERA 2015,ZBD125DC62,SERVIZIO DI TRASPORTO PERSONE IN OCCASIONE DI ARTEFIERA 2015,6941,Servizi,3,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A9810334A6044662C1257D810055CC90?opendocument,SERVIZIO DI TRASPORTO PERSONE IN OCCASIONE DI ARTEFIERA 2015,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,6941,291,2014,19/12/2014,TPER S.P.A.,3182161202,,6941,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9SJDWC?opendocument,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZIO DI MANUTENZIONE IMPIANTO,ZBD115E6C5,SERVIZIO DI MANUTENZIONE IMPIANTO AUDIO VIDEO PRESSO LA BIBLIOTECA DELL'ARCHIGINNASIO,80,Servizi,10,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,PRENOTAZIONE GENERICA,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA DELL'ARCHIGINNASIO,PIERANGELO BELLETTINI,,,,,,80,513,2014,12/12/2014,VIDEO SOUND & C. S.R.L.,2203721200,,80,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/RZAI-9SJEC2?opendocument,,,,,,,,,,,,,,,,,,,
334,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,FORNITURA LIBRI,Z1D11966EF,FORNITURA LIBRI PER BIBLIOTECA DELL'ARCHIGINNASIO,200,Forniture,20,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A66B5BCFF8D1423BC1257D81005B7AB5?opendocument,FORNITURA PUBBLICAZIONI NON PERIODICHE,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA DELL'ARCHIGINNASIO,PIERANGELO BELLETTINI,,,,,,200,513,2014,12/12/2014,ARNALDO FORNI ANTIQUARIATO LIBRARIO,2913041204,,200,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/RZAI-9SJENM?opendocument,,,,,,,,,,,,,,,,,,,
328291,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ACQUISTO MAZZI FIORI,Z4A129FCBA,ACQUISTO MAZZI DI FIORI X CENTENARI,105,Forniture,120,,,http://atti.comune.bologna.it/atti/determine.nsf/0/77E0B59B38F87259C1257D9D00356055?opendocument,PRENOTAZIONE DI IMPEGNI DI SPESA PER EURO 62.00000 PER SPESE RELATIVE ALL'EROGAZIONE DI CONTRIBUTI SERVIZI SOCIO ASSISTENZIALI ACQUISTO DI BENI DI CONSUMO SPESE PER SERVIZI PER L'ORDINARIO FUNZIONAMENTO E PER LE INIZIATIVE PROMOZIONALI PER GLI UFFICI E SERVIZI DI QUARTIERE - ANNO 2015,Q.RE BORGO PANIGALE,Quartiere Borgo Panigale,,DOTT.SSA MARIA GRAZIA TOSI,,,,,,0,328291,2014,27/11/2014,L'ORTENSIA SNC,4323720377,,105,,,,,,,,,,,,,,,,,,,,,
176626,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,GUARDIANIA E ASSISTENZA TECNICA SALE,ZAC0FAD32D,SERVIZIO DI GUARDIANIA E ASSISTENZA TECNICA ALL'USO DI ATTREZZATURE AUDIO-VIDEO NELLE SALE DEL QUARTIERE,2049.18,Servizi,180,,,http://atti.comune.bologna.it/atti/determine.nsf/0/24C00069928C5774C1257D81004B241F?opendocument,PROROGA DELLA CONVENZIONE TRA IL COMUNE DI BOLOGNA QUARTIERE SAVENA E L'ASSOCIAZIONE SQUEEZEZOOM BOTTEGA PER IL SERVIZIO DI ASSISTENZA TECNICA E GUARDIANIA NELLE SALE DI QUARTIERE. CONTESTUALE IMPEGNO DI EURO 2.50000=(O.F.C.),Quartiere Savena,Quartiere Savena,,Anita Guidazzi,,,,,,2012.95,176626,2014,24/06/2014,SQUEEZEZOOM BOTTEGA,1984891208,,204918,,,,,,,,,,,,,,,,,,,,,
527,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,AFFIDAMENTO SERVIZI IGIENIZZAZIONE BAGNI,Z4412873E7,SERVIZIO IGIENIZZAZIONE BAGNI DI ALCUNE BIBLIOTECHE DELL'ISTITUZIONE PER L'ANNO 2015,2727.83,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/12F282C55687C1BDC1257DC80032972D?opendocument,SERVIZIO IGIENIZZAZIONE BAGNI DI ALCUNE BIBLIOTECHE DELL'ISTITUZIONE PER L'ANNO 2015,ISTITUZIONE BIBLIOTECHE,,,PIERANGELO BELLETTINI,,,,,,0,527,2014,30/12/2014,INITIAL ITALIA SRL,3986581001,,272783,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/RZAI-9SLCJU?opendocument,,,,,,,,,,,,,,,,,,,
528,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,AFFIDAMENTO SERVIZIO DI MANUTENZIONE,Z43128778E,AFFIDAMENTO SERVIZIO DI MANUTENZIONE LETTORI PER LA BIBLIOTECA DELL'ARCHIGINNASIO PER L'ANNO 2015,438,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/62928AD787D0B14DC1257DC80038DD10?opendocument,AFFIDAMENTO DI SERVIZI DIVERSI DI MANUTENZIONE A FAVORE DI FORNITORI VARI PER ALCUNE BIBLIOTECHE DELL'ISTITUZIONE NELL'ANNO 2015,ISTITUZIONE BIBLIOTECHE,,,PIERANGELO BELLETTINI,,,,,,0,528,2014,31/12/2014,MICROPOST S.R.L.,4093040378,,438,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/RZAI-9SLE4E?opendocument,,,,,,,,,,,,,,,,,,,
302,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZIO SORVEGLIANZA PALAZZO POGGI,Z801298DC8,"SERVIZIO DI ACCOGLIENZA E SORVEGLIANZA PALAZZO POGGI PER MOSTRA ""SISSI""",1637.25,Servizi,12,,,http://atti.comune.bologna.it/atti/determine.nsf/0/7B7E726D2FE29E5EC1257D810055CD68?opendocument,"SERVIZIO DI ACCOGLIENZA E SORVEGLIANZA PALAZZO POGGI PER MOSTRA ""SISSI""",ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,1646.5,302,2014,29/12/2014,FUTURA SERVICE SCRL,3271850376,,163725,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9SLFV8?opendocument,,,,,,,,,,,,,,,,,,,
304,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,PROMOZIONE ARTCITY BOLOGNA 2015,Z911298F6C,PROMOZIONE SU RIVISTA SPECIALIZZATA ARTRIBUNE DI ARTCITY BOLOGNA 2015,1870,Servizi,15,,,http://atti.comune.bologna.it/atti/determine.nsf/0/1BD9F573B4352A2EC1257DC800329770?opendocument,PROMOZIONE SU RIVISTA SPECIALIZZATA ARTRIBUNE DI ARTCITY BOLOGNA 2015,ISTITUZIONE BOLOGNA MUSEI,,,GIANFRANCO MARANIELLO,,,,,,1870,304,2014,29/12/2014,ARTRIBUNE SRL,11381581005,,1870,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/EGEA-9SLG2R?opendocument,,,,,,,,,,,,,,,,,,,
199036,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,Fornitura di materiale informatico,Z2411D9588,Fornitura di materiale informatico per la redazione giovani,264.3,Forniture,11,Si,,http://atti.comune.bologna.it/atti/determine.nsf/0/21CD020C3761DE8BC1257D81004AF749?opendocument,IMPEGNO DELLA SPESA DI EURO 2.00000 PER LA FORNITURA DI BENI DIVERSI NECESSARI NELL' AMBITO DELLE ATTIVITA' ISTITUZIONALI E PER L'ORDINARIO FUNZIONAMENTO DI UFFICI E SERVIZI DE PROGETTO POLITICHE PER I GIOVANI PER L'ANNO 2014.,Progetto Politiche per i Giovani,Progetto Politiche per i Giovani,,Dott. Berardino Cocchianella,,,,,,276.3,199036,2014,16/07/2014,VIRTUAL LOGIC S.R.L.,1232710374,,2643,,,,,,,,,,,,,,,,,,,,,
356885,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZIO DI RIPARAZIONE E MANUTENZIONE ATTREZZATURE PER I NIDI D'INFANZIA ANNO 2015,ZDF123C563,AFFIDAMENTO DIRETTO AI SENSI DELL'ART. 125 COMMA 11 DEL D.LGS.N. 163/2006 DEI SERVIZI DI RIPARAZIONE E MANUTENZIONE DI ATTREZZATURE PER I NIDI D'INFANZIA ALLE DITTE RASPANTI DI PASINI MAURO STANZANI LORIS E GOTTARDI GIULIANO E C. S.N.C. BERTOCCHI PARIDE E  BOLOGNA PARQUET S.N.C. PER IL PERIODO 01/01/2015-31/07/2015 PER UN IMPORTO COMPLESSIVO DI EURO 8.35700.,6850,Servizi,365,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/5D010CB3A2B6CC88C1257DB7003E1EA8?opendocument,AFFIDAMENTO DIRETTO AI SENSI DELL'ART. 125 COMMA 11 DEL D.LGS.N. 163/2006 DEI SERVIZI DI RIPARAZIONE E MANUTENZIONE DI ATTREZZATURE PER I NIDI D'INFANZIA ALLE DITTE RASPANTI DI PASINI MAURO STANZANI LORIS E GOTTARDI GIULIANO E C. S.N.C. BERTOCCHI PARIDE E  BOLOGNA PARQUET S.N.C. PER IL PERIODO 01/01/2015-31/07/2015 PER UN IMPORTO COMPLESSIVO DI EURO 8.35700.,SETTORE GARE,Gare,Gare Forniture e Servizi alla Persona - Provveditorato,ALESSANDRA BIONDI,,,,,,780.56,356885,2014,12/12/2014,RASPANTI DI PASINI MAURO,3375601204,PSNMRA61T30I472U,3650,,,,,,,,,,,,,,,,,,,,,
356885,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZIO DI RIPARAZIONE E MANUTENZIONE ATTREZZATURE PER I NIDI D'INFANZIA ANNO 2015,Z8C123C591,AFFIDAMENTO DIRETTO AI SENSI DELL'ART. 125 COMMA 11 DEL D.LGS.N. 163/2006 DEI SERVIZI DI RIPARAZIONE E MANUTENZIONE DI ATTREZZATURE PER I NIDI D'INFANZIA ALLE DITTE RASPANTI DI PASINI MAURO STANZANI LORIS E GOTTARDI GIULIANO E C. S.N.C. BERTOCCHI PARIDE E  BOLOGNA PARQUET S.N.C. PER IL PERIODO 01/01/2015-31/07/2015 PER UN IMPORTO COMPLESSIVO DI EURO 8.35700.,6850,Servizi,365,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/5D010CB3A2B6CC88C1257DB7003E1EA8?opendocument,AFFIDAMENTO DIRETTO AI SENSI DELL'ART. 125 COMMA 11 DEL D.LGS.N. 163/2006 DEI SERVIZI DI RIPARAZIONE E MANUTENZIONE DI ATTREZZATURE PER I NIDI D'INFANZIA ALLE DITTE RASPANTI DI PASINI MAURO STANZANI LORIS E GOTTARDI GIULIANO E C. S.N.C. BERTOCCHI PARIDE E  BOLOGNA PARQUET S.N.C. PER IL PERIODO 01/01/2015-31/07/2015 PER UN IMPORTO COMPLESSIVO DI EURO 8.35700.,SETTORE GARE,Gare,Gare Forniture e Servizi alla Persona - Provveditorato,ALESSANDRA BIONDI,,,,,,786.79,356885,2014,12/12/2014,STANZANI LORIS E GOTTARDI GIULIANO & C. S.N.C.,2927331203,,1450,,,,,,,,,,,,,,,,,,,,,
356885,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZIO DI RIPARAZIONE E MANUTENZIONE ATTREZZATURE PER I NIDI D'INFANZIA ANNO 2015,Z4B123C5B2,AFFIDAMENTO DIRETTO AI SENSI DELL'ART. 125 COMMA 11 DEL D.LGS.N. 163/2006 DEI SERVIZI DI RIPARAZIONE E MANUTENZIONE DI ATTREZZATURE PER I NIDI D'INFANZIA ALLE DITTE RASPANTI DI PASINI MAURO STANZANI LORIS E GOTTARDI GIULIANO E C. S.N.C. BERTOCCHI PARIDE E  BOLOGNA PARQUET S.N.C. PER IL PERIODO 01/01/2015-31/07/2015 PER UN IMPORTO COMPLESSIVO DI EURO 8.35700.,6850,Servizi,365,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/5D010CB3A2B6CC88C1257DB7003E1EA8?opendocument,AFFIDAMENTO DIRETTO AI SENSI DELL'ART. 125 COMMA 11 DEL D.LGS.N. 163/2006 DEI SERVIZI DI RIPARAZIONE E MANUTENZIONE DI ATTREZZATURE PER I NIDI D'INFANZIA ALLE DITTE RASPANTI DI PASINI MAURO STANZANI LORIS E GOTTARDI GIULIANO E C. S.N.C. BERTOCCHI PARIDE E  BOLOGNA PARQUET S.N.C. PER IL PERIODO 01/01/2015-31/07/2015 PER UN IMPORTO COMPLESSIVO DI EURO 8.35700.,SETTORE GARE,Gare,Gare Forniture e Servizi alla Persona - Provveditorato,ALESSANDRA BIONDI,,,,,,0,356885,2014,12/12/2014,BERTOCCHI PARIDE,54081203,BRTPRD45E22A944R,450,,,,,,,,,,,,,,,,,,,,,
356885,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZIO DI RIPARAZIONE E MANUTENZIONE ATTREZZATURE PER I NIDI D'INFANZIA ANNO 2015,Z41123C5F1,AFFIDAMENTO DIRETTO AI SENSI DELL'ART. 125 COMMA 11 DEL D.LGS.N. 163/2006 DEI SERVIZI DI RIPARAZIONE E MANUTENZIONE DI ATTREZZATURE PER I NIDI D'INFANZIA ALLE DITTE RASPANTI DI PASINI MAURO STANZANI LORIS E GOTTARDI GIULIANO E C. S.N.C. BERTOCCHI PARIDE E  BOLOGNA PARQUET S.N.C. PER IL PERIODO 01/01/2015-31/07/2015 PER UN IMPORTO COMPLESSIVO DI EURO 8.35700.,6850,Servizi,365,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/5D010CB3A2B6CC88C1257DB7003E1EA8?opendocument,AFFIDAMENTO DIRETTO AI SENSI DELL'ART. 125 COMMA 11 DEL D.LGS.N. 163/2006 DEI SERVIZI DI RIPARAZIONE E MANUTENZIONE DI ATTREZZATURE PER I NIDI D'INFANZIA ALLE DITTE RASPANTI DI PASINI MAURO STANZANI LORIS E GOTTARDI GIULIANO E C. S.N.C. BERTOCCHI PARIDE E  BOLOGNA PARQUET S.N.C. PER IL PERIODO 01/01/2015-31/07/2015 PER UN IMPORTO COMPLESSIVO DI EURO 8.35700.,SETTORE GARE,Gare,Gare Forniture e Servizi alla Persona - Provveditorato,ALESSANDRA BIONDI,,,,,,234.95,356885,2014,12/12/2014,BOLOGNA PARQUET S.N.C.,3100851207,,1300,,,,,,,,,,,,,,,,,,,,,
225853,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,Servizio stampa segnalibri,ZB612788EC,Servizio di stampa segnalibri per l'Informagiovani,700,Servizi,8,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/AD476F58D1A653DAC1257D81004ABCAD?opendocument,IMPEGNO DELLA SPESA DI EURO 10.00000 PER LA FORNITURA DI SERVIZI DIVERSI NECESSARI NELL' AMBITO DELLE ATTIVITA' ISTITUZIONALI E PER L'ORDINARIO FUNZIONAMENTO DI UFFICI E SERVIZI DE PROGETTO POLITICHE PER I GIOVANI PER L'ANNO 2014.,Progetto Politiche per i Giovani,Progetto Politiche per i Giovani,,Dott. Berardino Cocchianella,,,,,,700,225853,2014,19/08/2014,STAFF S.R.L.,503241200,,700,,,,,,,,,,,,,,,,,,,,,
262953,2014,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,LAVORI IMPIANTISTICI SCUOLE BERTI,5923692148,LAVORI DI REALIZZAZIONE DI SISTEMI IMPIANTISTICI PER LA CLIMATIZZAZIONE DI UFFICI COMUNALI NELLE EX SCUOLE BERTI DI VIA CAPRAMOZZA 15 - Q.RE SARAGOZZA.,153800,Lavori,45,,,http://atti.comune.bologna.it/atti/determine.nsf/0/D2F396646C462248C1257D81004BED20?opendocument,DETERMINAZIONE A CONTRARRE PER L'AGGIUDICAZIONE DEI LAVORI RELATIVO AL PROGETTO ESECUTIVO DI REALIZZAZIONE DI SISTEMI IMPIANTISTICI PER LA CLIMATIZZAZIONE DI UFFICI COMUNALI NELLE EX SCUOLE BERTI DI VIA CAPRAMOZZA 15 ( QUARTIERE SARAGOZZA ) DELL'IMPORTO COMPLESSIVO DI EURO 200.00000.,GARE,EDILIZIA PUBBLICA E MANUTENZIONE,,DOTT.SSA ALESSANDRA BIONDI,,,07/10/2014,10.00.00,,225,7922,2015,13/01/2015,OMNIA IMPIANTI SRL,2231890787,,1101912,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/ACEI-9SQKXM?opendocument,,,,,,,,,,,,,,,,,,,
348793,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,LA ESCO DEL SOLE - SERVIZIO DI MONITORAGGIO DEL PAES DEL COMUNE DI BOLOGNA.,5872540D4D,AFFIDAMENTO DEL SERVIZIO DI MONITORAGGIO DEL PAES DEL COMUNE DI BOLOGNA E PREDISPOSIZIONE DI STRUMENTI TECNICI E GESTIONALI PER PROMUOVERE LA RIQUALIFICAZIONE ENERGETICA DEGLI EDIFICI RESIDENZIALI.,32000,Servizi,365,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/7A32356A1BDD1F5DC1257DB7004945AD?opendocument,AFFIDAMENTO A LA ESCO DEL SOLE SRL. DEL SERVIZIO DI MONITORAGGIO DEL PAES DEL COMUNE DI BOLOGNA E PREDISPOSIZIONE DI STRUMENTI TECNICI E GESTIONALI PER PROMUOVERE LA RIQUALIFICAZIONE ENERGETICA DEGLI EDIFICI RESIDENZIALI. IMPORTO COMPLESSIVO DI EURO 39.04000.,Ambiente e Energia,Ambiente e Energia,,IL DIRETTORE DEL SETTORE DOTT. ROBERTO DIOLAITI,,,,,,9836.07,348793,2014,04/12/2014,LA ESCO DEL SOLE,,3347970968,32000,,,,,,,,,,,,,,,,,,,,,
260446,2014,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,"PROGETTI ""UNA STORIA DOPO L'ALTRA"" E ""ASSAGGI DI SCRITTURA"" 10A EDIZIONE",Z0510CB222,"REALIZZAZIONE DEI PROGETTI ""UNA STORIA DOPO L'ALTRA"" E ""ASSAGGI DI SCRITTURA"" 10A EDIZIONE",1200,Servizi,1,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/43AD2DFA5BB0649CC1257D95003E4626?opendocument,"IMPEGNO DELLA SPESA COMPLESSIVA DI EURO 1.20000 PER LA REALIZZAZIONE DA PARTE DELL'ASSOCIAZIONE LIBRI E DINTORNI DEI PROGETTI ""ASSAGGI DI SCRITTURA"" E ""UNA STORIA DOPO L'ALTRA"" E CONTESTUALE AFFIDAMENTO.",QUARTIERE RENO,Quartiere Reno,,DOTT.SSA MARIA GRAZIA TOSI,,,,,,1200,260446,2014,19/11/2014,ASSOCIAZIONE LIBRI E DINTORNI,,91221140378,1200,,,,,,,,,,,,,,,,,,,,,
352780,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ARTEMIS SRL - SERVIZIO DIAGNOSI ENERGETICA DI EDIFICI STORICI,ZB91229501,AFFIDAMENTO DEL SERVIZIO DIAGNOSI ENERGETICA DI EDIFICI STORICI,8620,Servizi,365,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/661504C44C92C18AC1257DB7004F6596?opendocument,AFFIDAMENTO A D ARTEMIS SRL DEL SERVIZIO DI DIAGNOSI ENERGETICA DI EDIFICI STORICI PER L'IMPORTO DI EURO 10.51640.,Ambiente e Energia,Ambiente e Energia,,IL DIRETTORE DEL SETTORE DOTT. ROBERTO DIOLAITI,,,,,,3095.41,352780,2014,11/12/2014,ARTEMIS SRL,2149800423,,8620,,,,,,,,,,,,,,,,,,,,,
293970,2014,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,REALIZZAZIONE CONCERTO DI NATALE,Z5E12B9321,REALIZZAZIONE DEL CONCERTO DI NATALE,500,Servizi,1,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/78440FA330CE093EC1257D81004643E3?opendocument,IMPEGNO DELLA SPESA COMPLESSIVA DI EURO 3.50000 PER IL SOSTENIMENTO DI SPESE DI SERVIZIO PER GLI UFFICI ED I SERVIZI DI QUARTIERE.,QUARTIERE RENO,Quartiere Reno,,DOTT.SSA MARIA GRAZIA TOSI,,,,,,500,293970,2014,27/10/2014,ASSOCIAZIONE LIBRI E DINTORNI,,91221140378,500,,,,,,,,,,,,,,,,,,,,,
351732,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,AFFIDAMENTO SERVIZI INFORMATICI,ZDA12245A8,AFFIDAMENTO ALLA DITTA SOFTECH S.R.L. DI CASTEL MAGGIORE (BO) PER LA FORNITURA DI SERVIZI INFORMATICI,33618.85,Servizi,14,,,http://atti.comune.bologna.it/atti/determine.nsf/0/2F2D2B8D5EA45F02C1257DB0002DD277?opendocument,AFFIDAMENTO ALLA DITTA SOFTECH S.R.L. DI CASTEL MAGGIORE (BO)  PER LA FORNITURA DI SERVIZI INFORMATICI. IMPEGNO DELLA SPESA DI EURO 41.01500 (O.F.C.),SERVIZI PER L'ABITARE,Servizi per l'abitare,,DAVIDE MINGUZZI,,,,,,25750,351732,2014,05/12/2014,SOFTECH S.R.L.,1818301200,,3361885,,,,,,,,,,,,,,,,,,,,,
350895,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,FORNITURA DI CUFFIE TELEFONICHE ED AURICOLARI,ZD71213738,AFFIDAMENTO ALLA DITTA VIRTUAL LOGIC S.R.L. PER L'ACQUISTO SUL MERCATO ELETTRONICO DELLA PUBBLICA AMMINISTRAZIONE DI CUFFIE TELEFONICHE ED AURICOLARI  IMPEGNO DI EURO 1.53354=,1257,Forniture,15,Si,,http://atti.comune.bologna.it/atti/determine.nsf/0/A98CA0B547BD2452C1257DAB003A61DC?opendocument,AFFIDAMENTO ALLA DITTA VIRTUAL LOGIC S.R.L. PER L'ACQUISTO SUL MERCATO ELETTRONICO DELLA PUBBLICA AMMINISTRAZIONE DI CUFFIE TELEFONICHE ED AURICOLARI  IMPEGNO DI EURO 1.53354=.,SETTORE STATISTICA,Statistica,,DR. FRANCO CHIARINI,,,,,,1257,350895,2014,05/12/2014,VIRTUAL LOGIC SRL,3878640238,,1257,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/CSAI-9SRH8F?opendocument,,,,,,,,,,,,,,,,,,,,
342508,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ACQUISIZIONE SERVIZIO DI MANUTENZIONE ED AGGIORNAMENTO DEL SOFTWARE CITY TREK INDIDENTI,Z9C11F7CD0,"AFFIDAMENTO ALLA SOCIETA' SINERGIS S.R.L. PER IL SERVIZIO DI MANUTENZIONE ED AGGIORNAMENTO DEL SOFTWARE ""CITY TREK INCIDENTI"". IMPEGNO DELLA SPESA DI EURO 2.60958=",2139,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/FE8DCA54837055C0C1257DA50045A360?opendocument,"AFFIDAMENTO ALLA SOCIETA' SINERGIS S.R.L. PER IL SERVIZIO DI MANUTENZIONE ED AGGIORNAMENTO DEL SOFTWARE ""CITY TREK INCIDENTI"". IMPEGNO DELLA SPESA DI EURO 2.60958=",SETTORE STATISTICA,Statistica,,DR. FRANCO CHIARINI,,,,,,2139,342508,2014,28/11/2014,SINERGIS SRL,1727860221,,2139,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/CSAI-9SRHNJ?opendocument,,,,,,,,,,,,,,,,,,,,
